sID,RAND,Stressor,Label,,,,,,,,,,,,,,,,
5999,0.427185239,"My car is frightening right now, And I can't afford to fix it.",Financial Problem,,,,,,,,,,,,,,,,
1514,0.141313877,i've been trying to lose weight and it hasn't been going well. stressful!,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2386,0.241415253,school is getting very hard.,School,,,,,,,,,,,,,,,,
6456,0.91868487,Life hits you the hardest when you don't pay attention.,Other,,,,,,,,,,,,,,,,
6580,0.718513347,"Maybe I have social anxiety disorder, but I don't know because I'm a social person, I just don't like my parents parties.",Family Issues,,,,,,,,,,,,,,,,
6633,0.37941038,The lawyer in charge of my trust fund didn't return my call today.,Other,,,,,,,,,,,,,,,,
596,0.392601292,I am so worried about getting work done at work and I have all this other stuff that is.,Work,,,,,,,,,,,,,,,,
5674,0.04527954,my MIriam quit. I'm concerned for her because its a medical issue but it made me frazzled a bit.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2545,0.943318257,The Coronavirus situation is currently stressing me out.,Emotional Turmoil,,,,,,,,,,,,,,,,
4372,0.435432297,"Which I've apparently very nearly missed due to my screwed up mids schedule, is this week.",Other,,,,,,,,,,,,,,,,
5853,0.414158896,i am just really hurting right now and i feel like i have nobody to talk to.,Emotional Turmoil,,,,,,,,,,,,,,,,
2028,0.965475218,My parents contracting Covid-19,Family Issues,,,,,,,,,,,,,,,,
277,0.865843619,Family home all day. No me time. Too much noise. Can't work easily.,Family Issues,,,,,,,,,,,,,,,,
5781,0.847512531,Work is stupid but I continue to fail upward and I can't think of anything else to do anyway.,Work,,,,,,,,,,,,,,,,
726,0.778475612,i do not know if i want to go back to work yet.,Work,,,,,,,,,,,,,,,,
3951,0.816700348,I guess that's one of my things... I need to realize I can't be there for everyboday all the time.,Social Relationships,,,,,,,,,,,,,,,,
6230,0.651959589,"It just makes me sad to think my baby is getting older and any health ""problem"" upsets me greatly.",Family Issues,,,,,,,,,,,,,,,,
3355,0.056514287,"To make things worse, I'm four weeks out of knee surgery and long periods of standing can be quite painful.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
1724,0.371191401,my academics and workload,School,,,,,,,,,,,,,,,,
1417,0.451390145,its family,Family Issues,,,,,,,,,,,,,,,,
286,0.769372026,feeling overwhelmed,Family Issues,,,,,,,,,,,,,,,,
5507,0.847296538,I worry too much about what people think of me18.,Social Relationships,,,,,,,,,,,,,,,,
860,0.17188392,i have been dating two guys that i really like and have to make a choice between them.,Social Relationships,,,,,,,,,,,,,,,,
3435,0.918977343,"In the meantime it's all been STRESS STRESS STRESS! Both due to the long trip, and yet MORE health problems with my grandma.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4349,0.343023825,Trying to get my schedule right for next year has been hell.,School,,,,,,,,,,,,,,,,
5998,0.724193535,I'm starting to feel really on edge since I have no income and I'm spending a lot of money.,Financial Problem,,,,,,,,,,,,,,,,
1058,0.395350663,i just can't seem to make enough money for this family.,Financial Problem,,,,,,,,,,,,,,,,
1235,0.03515088,im felling pretty ok actually altho there seems to be lots of fault in the software that we're developing for research,Work,,,,,,,,,,,,,,,,
6072,0.301608574,I found out my dad Is losing his job.,Family Issues,,,,,,,,,,,,,,,,
2293,0.921209412,People are polluting my life with their goofy garbage.,Social Relationships,,,,,,,,,,,,,,,,
221,0.564467315,dealing with my husband's heal issues and his problems with the va is always stressful,Family Issues,,,,,,,,,,,,,,,,
4772,0.16191913,i've been kinda down lately. and stressed. really stressed. there's just been a lot of stuff going on lately and,Emotional Turmoil,,,,,,,,,,,,,,,,
3168,0.2901648,I'm tired and not sleeping great.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2724,0.020995956,there is not enough time in the day for both work and errands.,Work,,,,,,,,,,,,,,,,
5826,0.224078955,"My temper is going to get out of control one day with these doctors, and its going to be bad.",Emotional Turmoil,,,,,,,,,,,,,,,,
4707,0.033188218,I find myself thinking on a day to day basis that it's not the good job or the comfortable stuff.,Work,,,,,,,,,,,,,,,,
2527,0.384940089,The coronavirus has been stressing me out,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
6398,0.644034137,"That's two weeks ago now, and I'm fed up with waiting.",Other,,,,,,,,,,,,,,,,
5404,0.017177592,"im sad, depressed, hurt, and a little angry because of those friends right now.",Social Relationships,,,,,,,,,,,,,,,,
4378,0.284556562,work has just been crazy lately.,Work,,,,,,,,,,,,,,,,
2192,0.40606831,not haveing enought too pay every day bills only 905 rent is 860 a month i pay ultuties,Financial Problem,,,,,,,,,,,,,,,,
5624,0.586239766,"So that stressed me out hardcore, and I went outside to smoke a cigarette, and this man comes up and starts lecturing me about my smoking.",Other,,,,,,,,,,,,,,,,
4629,0.127791528,Especially ones that you have to cover everyday.,Other,,,,,,,,,,,,,,,,
4185,0.577912231,Just gonna be some long days of classes i'm not used to.,School,,,,,,,,,,,,,,,,
4979,0.331832366,i have a history test in like 2 hours.,School,,,,,,,,,,,,,,,,
2824,0.358890111,traffic!,Emotional Turmoil,,,,,,,,,,,,,,,,
2358,0.773227666,"sales are down, no $$$ :(",Work,,,,,,,,,,,,,,,,
2888,0.461180577,UM WELL THE MAUJOR CANT DECIDE WEATHER  OGDEN CITY WILL GO ON LOCKE DOWN OR NOT THTAS ST,Other,,,,,,,,,,,,,,,,
937,0.158059945,i have been stressing about getting an internship for the upcoming summer.,Work,,,,,,,,,,,,,,,,
3876,0.33265421,it still bothers me...... I've just had a frustrating day.,Emotional Turmoil,,,,,,,,,,,,,,,,
6396,0.483436049,Chris and I head over to my moms for dinner and things just felt weird.,Family Issues,,,,,,,,,,,,,,,,
370,0.569040999,groceries,Other,,,,,,,,,,,,,,,,
4463,0.521274193,The constant milling over this subject has really got to end soon.,Other,,,,,,,,,,,,,,,,
1383,0.921933517,i'm worried that i'm wasting food,Everyday Decision Making,,,,,,,,,,,,,,,,
5856,0.745396687,the holidays stressed me out.,Other,,,,,,,,,,,,,,,,
3233,0.158044387,my foot got stepped on and is now bruised.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
5796,0.368428291,"It hurts my feelings a great deal, but I am not allowed to express that.",Emotional Turmoil,,,,,,,,,,,,,,,,
949,0.632955947,i have been stressing out about the upcoming hospitalization.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3873,0.444219267,"I dunno lah, my whole cycle seems to be screwed up.. from this jobhunting stress I think! Sheesh..",Work,,,,,,,,,,,,,,,,
6835,0.33115537,my mom got sick and i needed to be here.,Family Issues,,,,,,,,,,,,,,,,
5142,0.065472944,I have a math quiz tomorrow I know I will fail.,School,,,,,,,,,,,,,,,,
4834,0.225525153,I really need to get into school.,School,,,,,,,,,,,,,,,,
2605,0.522086471,the grading system for my classes this semester is really harsh.,School,,,,,,,,,,,,,,,,
5216,0.368873366,He isn't putting in everything he's got and he goes to sick call everyday to avoid training.,Work,,,,,,,,,,,,,,,,
724,0.126151698,i didn't get the position i want at work. they lied to me!,Work,,,,,,,,,,,,,,,,
3059,0.361554493,Work is just being annoying rn,Work,,,,,,,,,,,,,,,,
5558,0.164785949,I'm depressed and now my friends are complaining because of it.,Emotional Turmoil,,,,,,,,,,,,,,,,
1838,0.694503475,my daughter is having issues in kindergarten with someone stealing her stuff.,Family Issues,,,,,,,,,,,,,,,,
2621,0.706913468,The latest flu.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3657,0.840379394,You have agonizing nightmares that wake you up every night because you no longer feel secure in slumber.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3127,0.350474836,Worried about not being able to find a job after college,Financial Problem,,,,,,,,,,,,,,,,
5070,0.307530669,I am in no mood to make a presentation for a not presentation worthy class.,School,,,,,,,,,,,,,,,,
4751,0.67955827,I feel like I exhaust myself every day with the immensely difficult effort I make not to cry.,Emotional Turmoil,,,,,,,,,,,,,,,,
2964,0.804515774,when i had to finish my annual report last week.,Work,,,,,,,,,,,,,,,,
2472,0.376909082,"thanks for asking, can we get together and talk about it?",Other,,,,,,,,,,,,,,,,
5060,0.011535319,This week in particular is going to be crazy with the school work.,School,,,,,,,,,,,,,,,,
86,0.274933981,being able to my bills on time,Financial Problem,,,,,,,,,,,,,,,,
1312,0.623101022,i'm stressed about how my boss treats me,Work,,,,,,,,,,,,,,,,
81,0.180669269,been stressing about work and having a new baby,Family Issues,,,,,,,,,,,,,,,,
6523,0.561762265,im so stressed out with school.,School,,,,,,,,,,,,,,,,
2639,0.578341094,the overwhelming thought of being at home during COVID-19,Emotional Turmoil,,,,,,,,,,,,,,,,
2758,0.827905832,this coronavirus has cut my hours at work and I'm going crazy staying home,Work,,,,,,,,,,,,,,,,
4969,0.734495613,"Didn't get nearly enough sleep before getting up to go to the game, so I felt like crap the first half.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4333,0.152961918,things had started to get really stressful and i cant afford to live there anymore anyway.,Financial Problem,,,,,,,,,,,,,,,,
2649,0.533067701,the political situation right now.,Other,,,,,,,,,,,,,,,,
2286,0.99256704,Paying bills,Financial Problem,,,,,,,,,,,,,,,,
1601,0.823239806,just work related issues.,Work,,,,,,,,,,,,,,,,
3565,0.283997862,But now my lower back hurts from standing for 4 hours.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
231,0.071864105,deciding if i should work out or not,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4909,0.195121706,"Work, drama and I have a PoliSci essay due Monday on Parliament or something that I haven't started.",School,,,,,,,,,,,,,,,,
4036,0.4982667,"I'm contemplating whether to wuit my job or not, becuz i have so much crap going on.",Work,,,,,,,,,,,,,,,,
6367,0.719425736,god my family sucks sometimes.,Family Issues,,,,,,,,,,,,,,,,
6639,0.717409241,he worries about our financial situation if we get married.,Financial Problem,,,,,,,,,,,,,,,,
5976,0.927540166,I'm sad I won't be able to run with Anna the next two weeks.,Social Relationships,,,,,,,,,,,,,,,,
2058,0.748228719,my roommate,Social Relationships,,,,,,,,,,,,,,,,
952,0.986280479,i have been stressing out because of the recent math test. i don't think i did too well.,School,,,,,,,,,,,,,,,,
1264,0.810333103,i'm just so stressed out i just need things to get better i pray for better,Emotional Turmoil,,,,,,,,,,,,,,,,
6343,0.901229092,Parents have this awful habit of fucking up their kids already pathetic lives.,Family Issues,,,,,,,,,,,,,,,,
4878,0.936337401,"all right, i need to finish my paper.",Other,,,,,,,,,,,,,,,,
3788,0.637461064,I am really stressed about my pups kidney disease.  It is getting worse.,Emotional Turmoil,,,,,,,,,,,,,,,,
4924,0.574806572,i do kno that i have a shit load of assholes in many of my classes and that always makes me very uncomfortable. for a first day,School,,,,,,,,,,,,,,,,
6426,0.166304195,hopefully i'll get all my christmas shopping done..that's been a very stressful situation for me this year.,Everyday Decision Making,,,,,,,,,,,,,,,,
3884,0.529781879,yeah. I'm still very worried about my tryout.,Other,,,,,,,,,,,,,,,,
2974,0.937053524,why are you asking about this? is something wrong? this is a little weird.,Other,,,,,,,,,,,,,,,,
4929,0.541035445,"So now I'm on two weeks study leave, and then my two exams in one day.",School,,,,,,,,,,,,,,,,
6233,0.674928624,Mom was diagnosed with stage 3C ovarian cancer.,Family Issues,,,,,,,,,,,,,,,,
3107,0.093426625,Working at home with the kids 24/7!!!,Family Issues,,,,,,,,,,,,,,,,
6803,0.698229221,my mom is just really pissing me off.,Family Issues,,,,,,,,,,,,,,,,
4799,0.646487019,"it'll be three consecutive days off of work, which I desperately need.",Other,,,,,,,,,,,,,,,,
2311,0.720482334,potentially not being able to afford my apartment once my healthcare kicks in,Financial Problem,,,,,,,,,,,,,,,,
613,0.670440818,I am stressed about the pandemic global lockdown,Other,,,,,,,,,,,,,,,,
2049,0.69527198,My relationship with my best friend. I like him.,Social Relationships,,,,,,,,,,,,,,,,
5480,0.533924932,"WHO CARES if you act a little bossy sometimes, you don't need to apologize to anyone, no one is mad at you when you direct people to do stuff.",Other,,,,,,,,,,,,,,,,
1788,0.731920057,my building i was living in burned down...,Other,,,,,,,,,,,,,,,,
3487,0.260264177,"I am a little sad because it is cold, it is windy, I don't have a warm enough coat, and it's later then I wanted it to be.",Other,,,,,,,,,,,,,,,,
6708,0.652456188,It was major traffic jam and people were all unwilling and stuff.,Other,,,,,,,,,,,,,,,,
515,0.274083324,"hubby's job has cut his hours, worried about next paycheck!",Financial Problem,,,,,,,,,,,,,,,,
1498,0.545650925,i've been stressing out over money as usual,Financial Problem,,,,,,,,,,,,,,,,
48,0.491181343,All the panic about the global pandemic has been stressing me out!,Emotional Turmoil,,,,,,,,,,,,,,,,
2466,0.029121124,"taking care of three kids, has been very stressful.",Family Issues,,,,,,,,,,,,,,,,
2140,0.173400979,my work/life balance aren't in line with each other,Work,,,,,,,,,,,,,,,,
6318,0.697072553,My mom was upset that he didn't do bloodwork to figure out my fatigue problem.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2540,0.226879102,The coronavirus pandemic is stresing me out! How about you?,Emotional Turmoil,,,,,,,,,,,,,,,,
4613,0.62186588,Probably all the pressure at work and worrying about his job.,Work,,,,,,,,,,,,,,,,
677,0.865505359,i am worried about money.,Financial Problem,,,,,,,,,,,,,,,,
3982,0.548273854,I just don't know what's up with me lately... I'm so torn from day to day.,Emotional Turmoil,,,,,,,,,,,,,,,,
3422,0.676305833,"Our family dog suddenly started battling health problems and before we knew it, she had died.",Emotional Turmoil,,,,,,,,,,,,,,,,
3954,0.46770724,"i had things to say, and they were pretty important... but i'm so effing tired, i just forgot.",Emotional Turmoil,,,,,,,,,,,,,,,,
4742,0.218323588,At work the current project is finishing off and will soon be winding down.,Other,,,,,,,,,,,,,,,,
3207,0.146687654,"Stressed out, and can't sleep.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2117,0.28005178,My uncle yelled at me.,Family Issues,,,,,,,,,,,,,,,,
2576,0.536100599,The covid19 virus shutting down our production,Work,,,,,,,,,,,,,,,,
1081,0.864769511,I live in a elderly community with nurses coming in and out I scared they will bring in,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
951,0.065141348,i have been stressing out about work and my health.,Work,,,,,,,,,,,,,,,,
5971,0.300168048,Like it's my fault there is no money.,Financial Problem,,,,,,,,,,,,,,,,
4860,0.857148863,history cause we have a chapter test tomorrow and I haven't yet.,School,,,,,,,,,,,,,,,,
5837,0.23007071,I'm having an actual and real mental and emotional breakdown. I'm lost and depressed.,Emotional Turmoil,,,,,,,,,,,,,,,,
873,0.630714946,I have been having a hard time at work and very unhappy.,Work,,,,,,,,,,,,,,,,
4510,0.28648406,Another stressful factor for my everyday wear and tear.,Everyday Decision Making,,,,,,,,,,,,,,,,
1865,0.397683485,my facebook might have been hacked.,Other,,,,,,,,,,,,,,,,
266,0.367016317,everything because of my current anxiety and bad depression.,Emotional Turmoil,,,,,,,,,,,,,,,,
2008,0.388769233,my money life has me down,Financial Problem,,,,,,,,,,,,,,,,
393,0.007213862,Having to go to work in the ER amidst all the virus drama.,Work,,,,,,,,,,,,,,,,
1695,0.132277438,money issues and job availability; there never seems to be enough of both.,Financial Problem,,,,,,,,,,,,,,,,
5009,0.276470229,"STRESSFUL i have stressed out about school, my friends, my parents, my so called life that i'm leading.",School,,,,,,,,,,,,,,,,
4773,0.184116661,i don't have time to eat dinner tonight.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2757,0.483501581,"This corona virus, with the kids being out of school.  We are now going onto our 3 week.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
308,0.568750064,financial situation,Financial Problem,,,,,,,,,,,,,,,,
1834,0.315179561,my daughter has a boyfriend and was sneaking around and not telling me where she was,Family Issues,,,,,,,,,,,,,,,,
3541,0.905746191,"She's been sick, and I'm worried that she's worried about a ton of things.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3640,0.021106036,"I was killing time working on a project, but due to recent events, I've decide it wasn't worth the extra effort.",Other,,,,,,,,,,,,,,,,
3804,0.578722328,all the crap with marissa,Social Relationships,,,,,,,,,,,,,,,,
2958,0.954907543,what i am going to cook for dinner and if i have enough time to cook the full meal,Other,,,,,,,,,,,,,,,,
2706,0.256299713,the whole  corona  situation stresses me,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4438,0.354663685,that's actually really stressful cuz that's a lot of work i keep puting off!,Work,,,,,,,,,,,,,,,,
4604,0.217462211,My parents were driving me insane about their friggin hardwood floor in the living room.,Family Issues,,,,,,,,,,,,,,,,
6613,0.547144248,Her husband was cheating on her with another man!,Social Relationships,,,,,,,,,,,,,,,,
5084,0.88731523,He is writing his thesis.,School,,,,,,,,,,,,,,,,
5875,0.067838948,I don't know if I can handle this shit anymore this week.,Everyday Decision Making,,,,,,,,,,,,,,,,
1530,0.348199738,i've been worrying night and day about my student loans.,Financial Problem,,,,,,,,,,,,,,,,
4821,0.97848077,Something about the repetitive nature of my job leaves me severely lacking in brain capacity by the end of the day.,Work,,,,,,,,,,,,,,,,
2803,0.121368472,this whole ivf proces,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
2288,0.406667215,paying for christmas presents.,Financial Problem,,,,,,,,,,,,,,,,
4045,0.992366265,I'm getting behind on my work which isn't cool.,Work,,,,,,,,,,,,,,,,
2783,0.014795494,this person i work with is driving me crazy.,Social Relationships,,,,,,,,,,,,,,,,
3385,0.145039972,"While that may have contributed, the primary reason is I was just flat tired of being tired, of always getting tired so goddamn fast.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4801,0.116245405,The mandals are all in a hurry to be ready in time.,Other,,,,,,,,,,,,,,,,
6548,0.013112022,I have a stupid quiz in math tomorrow.,School,,,,,,,,,,,,,,,,
5180,0.274768942,I leave for college next wednesday.,School,,,,,,,,,,,,,,,,
5137,0.657780807,"i haven't updated in forever cause i've been tired, and busy and stressed because of school.",School,,,,,,,,,,,,,,,,
6193,0.809863707,ahh i am getting so sick of dealing with my mom each day.,Family Issues,,,,,,,,,,,,,,,,
2397,0.9420273,"school, homework, work, and social obligations",School,,,,,,,,,,,,,,,,
1321,0.817224352,I'm stressed about work,Work,,,,,,,,,,,,,,,,
6660,0.598041306,"oh man, my mom and my brother are screaming at eachother and its driving me insane.",Family Issues,,,,,,,,,,,,,,,,
3790,0.00612848,I am not having any luck with my job search.,Work,,,,,,,,,,,,,,,,
2883,0.472682296,"ugh, my boss and entire team is changing.",Work,,,,,,,,,,,,,,,,
4352,0.66824038,"Until I get to the new place, I always feel such a sense of loss.",Emotional Turmoil,,,,,,,,,,,,,,,,
545,0.56427823,i am having issues with my ex husband.  he is wanting to move from town and take our son,Family Issues,,,,,,,,,,,,,,,,
698,0.413391644,i cant cook properly,Other,,,,,,,,,,,,,,,,
3368,0.549819334,"My nutritional levels plummeted, my liver was on the verge of failing, and my heart rate and blood pressure were still at dangerous levels.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
5289,0.494492271,what if we break up because i feel that i need to exlpore?,Social Relationships,,,,,,,,,,,,,,,,
1281,0.021698738,i'm not stressed today,Other,,,,,,,,,,,,,,,,
3743,0.36868185,Finding a job! It's been so draining.,Work,,,,,,,,,,,,,,,,
6664,0.12170371,"My nerves are at their breaking point right now, this whole Cameron situation is stressing me out.",Social Relationships,,,,,,,,,,,,,,,,
1426,0.188959639,I've been bummed out about COVID.,Other,,,,,,,,,,,,,,,,
1589,0.883935343,"Just the place overall the constant expectations, and leadership changes",Work,,,,,,,,,,,,,,,,
6601,0.494753718,Talking with some of my friends via AIM has got me increasingly depressed and helpless feeling.,Social Relationships,,,,,,,,,,,,,,,,
156,0.582933011,christmas is coming and i'm swamped with medical bills.,Financial Problem,,,,,,,,,,,,,,,,
6681,0.905344129,I need to think about things in order to do my job.,Work,,,,,,,,,,,,,,,,
6009,0.318913115,I've been doing TERRIBLE at managing my money lately.,Financial Problem,,,,,,,,,,,,,,,,
316,0.382069321,finding the finances for a birthday party after christmas,Financial Problem,,,,,,,,,,,,,,,,
2074,0.295195929,my sister is on my ass,Family Issues,,,,,,,,,,,,,,,,
2266,0.733766085,one of my textbooks may not deliver on time for class.,School,,,,,,,,,,,,,,,,
6081,0.5682136,Need to earn more money. somehow,Financial Problem,,,,,,,,,,,,,,,,
5805,0.03681476,"I was really concerned that something had happened to her, and I that would make me sad.",Social Relationships,,,,,,,,,,,,,,,,
1045,0.033358169,i haven't been getting along with my coworker lately.,Social Relationships,,,,,,,,,,,,,,,,
6609,0.822198634,"Work hasn't been great and on top of that, I've hardly spent anytime with me boyfriend.",Work,,,,,,,,,,,,,,,,
2230,0.771024372,nothing really - just wanted to say hello,Other,,,,,,,,,,,,,,,,
5010,0.554499554,On a plus note while putting off my writing two papers and studying for a midterm this weekend I got alot done.,Other,,,,,,,,,,,,,,,,
5201,0.741105196,"it makes me sad hearing about my friends and their disappointments, it makes me bad because i can't help them the way they need.",Social Relationships,,,,,,,,,,,,,,,,
1313,0.312987579,I'm stressed about my family getting sick,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4156,0.305631101,I've been feeling so overwhelmed and insecure lately that I wonder whether it isn't better to just start over.,Emotional Turmoil,,,,,,,,,,,,,,,,
3051,0.230422103,work is a lot hectic today...i really need a break,Work,,,,,,,,,,,,,,,,
6604,0.551378221,Mother gave me the biggest guilt trip for it and now I'm feeling a little bitter.,Family Issues,,,,,,,,,,,,,,,,
1181,0.581280886,i wont be able to see william,Social Relationships,,,,,,,,,,,,,,,,
4217,0.874277964,My allergies have been going haywire....I've been working alot lately....,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
5568,0.115780772,his mom has issues her 2nd oldest has anger issues and my bfs mom was suicidal 2 months b4 I gave birth.,Family Issues,,,,,,,,,,,,,,,,
1457,0.832612787,i've been really stressed about my job because they might close down.,Work,,,,,,,,,,,,,,,,
189,0.394020816,court in 2 weeks nd no deal in sight,Other,,,,,,,,,,,,,,,,
5197,0.481745644,"Whatever has caused the situation, you just don't seem to be able to sustain or maintain relationships as you would wish to.",Social Relationships,,,,,,,,,,,,,,,,
1966,0.579069298,my job search process. it is so stressful and uncertain.,Work,,,,,,,,,,,,,,,,
5252,0.072669939,I just can't deal with the people I live with right now.,Social Relationships,,,,,,,,,,,,,,,,
164,0.347744284,college is super hard I'm not doing well in essay,School,,,,,,,,,,,,,,,,
1785,0.368533742,My brother bing exposed to COVID-19 and bot being in California to help out my family.,Family Issues,,,,,,,,,,,,,,,,
456,0.174053072,hi friend. im recently some problems at house so i had a stressful,Family Issues,,,,,,,,,,,,,,,,
6088,0.941295683,Ulta isn't making enough money so they are cutting back on hours majorly.,Work,,,,,,,,,,,,,,,,
3678,0.712829998,"The protests and now rioting assoicated with those protests, all say EXTREME danger.",Other,,,,,,,,,,,,,,,,
130,0.433876494,"Bowling center shutdown, no coaching lessons for a month. No money.",Financial Problem,,,,,,,,,,,,,,,,
1213,0.80560747,if you need someone to talk to i am here for you.,Other,,,,,,,,,,,,,,,,
2169,0.807436205,Not being able to make money right now.,Financial Problem,,,,,,,,,,,,,,,,
760,0.663392915,i feel like i don't have enough time to myself.,Other,,,,,,,,,,,,,,,,
150,0.756991432,ceramics,Other,,,,,,,,,,,,,,,,
1299,0.22223274,i'm so stressed out about school. i just turned in a paper that i don't feel good about.,School,,,,,,,,,,,,,,,,
3892,0.748594676,"Coupled with constant writer's block and feeling uncreative, I got stressed out early.",Work,,,,,,,,,,,,,,,,
1550,0.717197564,just a little stressed out by the holidays.,Emotional Turmoil,,,,,,,,,,,,,,,,
5741,0.803137126,"Everyone, I repeat, everyone fears the Inevitable Moment.",Other,,,,,,,,,,,,,,,,
503,0.649112806,HOUSE IS A MESS AND I AM TIRED,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
5214,0.983150784,"So, my family is like clinically depressed without a dog in the house.",Family Issues,,,,,,,,,,,,,,,,
6728,0.87976703,Two people on my flist experienced major Bad Life Things.,Social Relationships,,,,,,,,,,,,,,,,
6588,0.687695979,living with 3 men makes the house a disaster. I'd have to spend so much time cleaning that I'd be too tired to have people over afterward.,Social Relationships,,,,,,,,,,,,,,,,
4714,0.437396192,"My family is going to Virgina for thanksgiving, and I cant go because I have to fucking work! Sooo..",Work,,,,,,,,,,,,,,,,
6815,0.16676964,I'm becoming quite upset with being my fathers son of late.,Family Issues,,,,,,,,,,,,,,,,
4233,0.50337687,"My job really blows, so I'm looking for a new one....not really working out for me right now.",Work,,,,,,,,,,,,,,,,
2586,0.524962079,The currently going corona virus situation.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
371,0.709025726,Grocery shopping seem like a task this days,Other,,,,,,,,,,,,,,,,
1322,0.04966649,i'm stressed about work since we have a filing deadline next week.,Work,,,,,,,,,,,,,,,,
2154,0.680372634,"no money, deadlines, life is kinda collapsing",Financial Problem,,,,,,,,,,,,,,,,
3214,0.440518597,"Simply because when you're tired you don't think and feel straight, right?","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4475,0.578303217,I just have a hard time letting everyone know what's going on in my life.,Social Relationships,,,,,,,,,,,,,,,,
6397,0.964258134,hey everyone..i have had to much time on my hands today..and thats never a good thing with me..,Other,,,,,,,,,,,,,,,,
1757,0.665105208,my boss is stressing me out and doesn't seem to trust me,Work,,,,,,,,,,,,,,,,
6161,0.456134059,it sucks that i hate being around my family because they make me feel incompetent.,Family Issues,,,,,,,,,,,,,,,,
3802,0.865422936,' my work I'm ready to go back,Work,,,,,,,,,,,,,,,,
4285,0.148224455,school's stressing me out.,School,,,,,,,,,,,,,,,,
4166,0.787503812,I've been shaking from making an awful decision.,Everyday Decision Making,,,,,,,,,,,,,,,,
2042,0.751750672,my recent stress has come from school. i've been focusing on grades and homework.,School,,,,,,,,,,,,,,,,
4462,0.372591828,I got into a very irritable mood yesterday.,Emotional Turmoil,,,,,,,,,,,,,,,,
2679,0.092713276,The stay at home order due to covid 19 virus,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
1778,0.843572593,my boyfriend is fighting with me,Social Relationships,,,,,,,,,,,,,,,,
4788,0.586061866,thinking too much is tiring and worrisome when you have nothing else to do but work work work. right now,Work,,,,,,,,,,,,,,,,
2018,0.116597079,My nagging girlfriend who is insecure with herslef.,Social Relationships,,,,,,,,,,,,,,,,
3154,0.450129758,My stomach hurts when I get stressed.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
4606,0.087863789,"I'm not sure if I'm just this unused to mornings now, or if the meatpuppet is upset about something.",Other,,,,,,,,,,,,,,,,
4230,0.289502503,my head hurts & i think i need a day off from school.,School,,,,,,,,,,,,,,,,
4644,0.475976954,"Schooling hours so long!? Ya, caused of this, I dreaded going home.",School,,,,,,,,,,,,,,,,
1415,0.311447896,"It's better we talk in person, rather than text.",Other,,,,,,,,,,,,,,,,
1995,0.123109891,my marriage has been stressing me out,Family Issues,,,,,,,,,,,,,,,,
483,0.877248757,hmmm. let me think about that. this conflict with iran worries me.,Emotional Turmoil,,,,,,,,,,,,,,,,
1424,0.528622067,it's usually work,Work,,,,,,,,,,,,,,,,
4563,0.346768397,i have to clean my room soon.,Other,,,,,,,,,,,,,,,,
3382,0.972195823,"today i was tired all day, like every day and it sucks i'm worried i have a disease or something i can't explain my exhaustion.","Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
128,0.662341227,boss has been really annoying lately.,Work,,,,,,,,,,,,,,,,
2574,0.225300422,The Covid-19 Virus affecting our world where we can't go outside.,"Health, Fatigue, or Physical Pain",,,,,,,,,,,,,,,,
3574,0.837516322,"Oh yeah..i forgot, my dog puked in my room, long story",Other,,,,,,,,,,,,,,,,
2228,0.460632073,"nothing much, just work. it has been really busy lately.",Work,,,,,,,,,,,,,,,,
