Character-ID,Gender,Hair,Hat,TShirt,Pants,Shoes,Beard,Accessory,Fat,Muscles,Slimness,Thin,BreastSize,Neck_Width,Ear_Size,Ear_Angle,Jaw_Width,Jaw_Shift,Jaw_Offset,Cheek_Size,Chin_Offset,Eye_Width,Eye_Form,Eye_InnerCorner,Eye_Corner,Eye_Rotation,Eye_Offset,Eye_ScaleX,Eye_ScaleY,Eye_Size,Eye_Close,Eye_Height,Brow_Height,Brow_Shape,Brow_Thickness,Brow_Length,Nose_Length,Nose_Size,Nose_Angle,Nose_Offset,Nose_Bridge,Nose_Hump,Mouth_Offset,Mouth_Width,Mouth_Size,Mouth_Open,Mouth_Bulging,LipsCorners_Offset,Face_Form,Chin_Width,Chin_Form,Head_Offset,Height,Smile,Sadness,Surprise,Thoughtful,Angry,HeadSize,SkinColor.r,SkinColor.g,SkinColor.b,SkinColor.a,EyeColor.r,EyeColor.g,EyeColor.b,EyeColor.a,HairColor.r,HairColor.g,HairColor.b,HairColor.a,UnderpantsColor.r,UnderpantsColor.g,UnderpantsColor.b,UnderpantsColor.a,Answer.q1_Description,Answer.q2_Description,Answer.q3_Description,AnswerCombined
2023610740904-82,0,2,2,9,7,1,-1,0,100,0,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.059999999,0,0,0,0,0,-0.083333336,0.8203125,0.46875,0.33984375,1,0.62890625,0.33203125,0,1,0.7421875,0.7421875,0.7421875,1,0.273584902,0.273584902,0.273584902,1,This is a white female. She is tall. She is medium build.,She is wearing a red long sleeve shirt with blue stripes. She has blue shorts. She is wearing a grey ski cap and glasses.,She has a casual look. She is't on her way to work. It seems like she might be homeless.,This is a white female. She is tall. She is medium build. She is wearing a red long sleeve shirt with blue stripes. She has blue shorts. She is wearing a grey ski cap and glasses. She has a casual look. She is't on her way to work. It seems like she might be homeless.
5747270975553-279,0,10,2,6,5,1,-1,-1,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.02,0,0,0,0,0,0.25,0.66015625,0.30859375,0.1796875,1,0.62890625,0.33203125,0,1,0.99609375,0.99609375,0.99609375,1,0.273584902,0.273584902,0.273584902,1,She appears to be a short latina woman. She appears a few pounds slightly overweight. She has gray eye brows.,She is wearing a purple long sleeve. She has on dark gray pants. She is wearingÂ black dress shoes. She has on a gray beanie,She appears casual overall. She could be a store worker. She is looking slightly to her left.,She appears to be a short latina woman. She appears a few pounds slightly overweight. She has gray eye brows. She is wearing a purple long sleeve. She has on dark gray pants. She is wearingÂ black dress shoes. She has on a gray beanie She appears casual overall. She could be a store worker. She is looking slightly to her left.
2026449688625-83,0,2,-1,9,0,7,-1,0,66.66666412,0,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.02,0,0,0,0,0,0.083333336,0.7578125,0.38671875,0.2578125,1,0.7421875,0.7421875,0.7421875,1,0.73046875,0.4453125,0,1,0.273584902,0.273584902,0.273584902,1,She looks overweight.  She has a large bust.  He legs look too geometric to be natural.,She has an orange sweater on.  She has on white pants that only go to her knees.  She has on grey shoes.,She looks like it is her day off.  She looks very relaxed.  She looks like a nice person.,She looks overweight.  She has a large bust.  He legs look too geometric to be natural. She has an orange sweater on.  She has on white pants that only go to her knees.  She has on grey shoes. She looks like it is her day off.  She looks very relaxed.  She looks like a nice person.
2028286456361-84,0,2,1,4,2,6,-1,-1,66.66666412,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.02,0,0,0,0,0,0.083333336,0.59765625,0.27734375,0.15625,1,0.37890625,0.15625,0,1,0.7421875,0.7421875,0.7421875,1,0.273584902,0.273584902,0.273584902,1,The man seems like a younger adult male. The hair is either shaved or cut very closely. There's facial hair and the skin is tan.,"The pants are casual, almost like sweatpants, and light pink in color. The athletic shoes are dark gray. The short sleeved top is also gray and cropped, along with the hat.",The overall look is one that is very casual. It seems like someone who hangs out on their couch. Or maybe they are on their way to a workout.,"The man seems like a younger adult male. The hair is either shaved or cut very closely. There's facial hair and the skin is tan. The pants are casual, almost like sweatpants, and light pink in color. The athletic shoes are dark gray. The short sleeved top is also gray and cropped, along with the hat. The overall look is one that is very casual. It seems like someone who hangs out on their couch. Or maybe they are on their way to a workout."
5751876768464-280,0,10,0,6,6,0,-1,0,100,0,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.02,0,0,0,0,0,-0.083333336,0.7578125,0.38671875,0.2578125,1,0.125,0.59375,0.99609375,1,0.7421875,0.7421875,0.7421875,1,0.273584902,0.273584902,0.273584902,1,The woman is tall. She is masculine. She is curvy.,The woman is wearing a bucket hat and glasses. She has on a jacket and black slacks. She also has on boots.,The woman looks like a tour guide. She might also be some sort of athletic trainer. She might also own her own business.,The woman is tall. She is masculine. She is curvy. The woman is wearing a bucket hat and glasses. She has on a jacket and black slacks. She also has on boots. The woman looks like a tour guide. She might also be some sort of athletic trainer. She might also own her own business.
20309710158-6,0,-1,1,2,4,10,-1,0,66.66666412,0,33.33333206,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.02,0,0,0,0,0,-0.083333336,0.66015625,0.30859375,0.1796875,1,0.125,0.59375,0.99609375,1,0.99609375,0.99609375,0.99609375,1,0.273584902,0.273584902,0.273584902,1,The woman is overweight.  Her skin is a warm color.  She has long legs.,The woman has a grey hat and matching shorts.  Her long sleeved shirt is pink.  She has dark colored shoes.,The woman likes to go for walks.  She wants to try to stay active.  She is a mother.,The woman is overweight.  Her skin is a warm color.  She has long legs. The woman has a grey hat and matching shorts.  Her long sleeved shirt is pink.  She has dark colored shoes. The woman likes to go for walks.  She wants to try to stay active.  She is a mother.
5754241687737-281,0,10,-1,10,9,7,-1,0,66.66666412,0,66.66666412,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.02,0,0,0,0,0,-0.083333336,0.40234375,0.1796875,0.12890625,1,0.99609375,0,0,1,0.99609375,0.99609375,0.99609375,1,0.273584902,0.273584902,0.273584902,1,She is very tall. She is slender. She has medium dark skin.,She is wearing a police uniform. She has on matching shoes.  Sheâ€™s wearing pink glasses.,Sheâ€™s a police officer.  Sheâ€™s on duty. She looks serious.,She is very tall. She is slender. She has medium dark skin. She is wearing a police uniform. She has on matching shoes.  Sheâ€™s wearing pink glasses. Sheâ€™s a police officer.  Sheâ€™s on duty. She looks serious.
5754267133662-282,0,10,2,2,1,3,-1,-1,66.66666412,0,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.02,0,0,0,0,0,-0.083333336,0.83984375,0.60546875,0.4765625,1,0.62890625,0.33203125,0,1,0.99609375,0.9375,0,1,0.273584902,0.273584902,0.273584902,1,This woman is tall and skinny. She has fairly light skin and a pointy chin. She has a very large chest.,This woman is wearing a black hat. She has a long sleeved pink top. Her pants are cropped and red with matching red shoes.,This woman looks pretty casual. The clothes themselves are appropriate for running errands or meeting up with some friends. They are not office appropriate though.,This woman is tall and skinny. She has fairly light skin and a pointy chin. She has a very large chest. This woman is wearing a black hat. She has a long sleeved pink top. Her pants are cropped and red with matching red shoes. This woman looks pretty casual. The clothes themselves are appropriate for running errands or meeting up with some friends. They are not office appropriate though.
5756568692747-283,0,10,-1,9,0,12,-1,-1,100,0,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.02,0,0,0,0,0,-0.083333336,0.83984375,0.60546875,0.4765625,1,0.37890625,0.15625,0,1,0.99609375,0.265625,0,1,0.273584902,0.273584902,0.273584902,1,She appears to be a tall white woman. She appears a few pounds slightly overweight. She has short red hair and eyes.,She is wearing a red long sleeve. She has on gray shorts . She is wearingÂ blue shoes.,She appears casual overall. She could be a sportswoman. She is looking straight ahead of her,She appears to be a tall white woman. She appears a few pounds slightly overweight. She has short red hair and eyes. She is wearing a red long sleeve. She has on gray shorts . She is wearingÂ blue shoes. She appears casual overall. She could be a sportswoman. She is looking straight ahead of her
5762344064877-284,0,10,-1,9,3,0,-1,-1,66.66666412,0,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.02,0,0,0,0,0,0.083333336,0.8203125,0.46875,0.33984375,1,0.99609375,0,0,1,0,0.76953125,0,1,0.273584902,0.273584902,0.273584902,1,This woman appears to be fit and has large breasts. Her skin is a tan color in her eyes are bright red she has shorter straight hair that is green.,She is wearing a long-sleeved red zip-up jacket. She's wearing Street maroon pants that go to the calves. She's wearing white and black boot.,This woman seems very intimidating because of a red eyes and green hair. She definitely seems like the villainess type and I wouldn't want to be around her. I can imagine her being a bully as well.,This woman appears to be fit and has large breasts. Her skin is a tan color in her eyes are bright red she has shorter straight hair that is green. She is wearing a long-sleeved red zip-up jacket. She's wearing Street maroon pants that go to the calves. She's wearing white and black boot. This woman seems very intimidating because of a red eyes and green hair. She definitely seems like the villainess type and I wouldn't want to be around her. I can imagine her being a bully as well.
5767406472873-285,0,10,-1,8,5,10,-1,-1,33.33333206,0,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.02,0,0,0,0,0,0.25,0.7578125,0.38671875,0.2578125,1,0.99609375,0,0,1,0.99609375,0.5,0.0234375,1,0.273584902,0.273584902,0.273584902,1,"The person is short with an average body and long, thin arms. The arms have very little muscle tone and are best described as scrawny. The individual appears to have a slight paunch around the midsection. They have short hair which extends slightly past their ears and an angular face with sharp edged features and red pinpoint eyes.","The person is wearing grey slacks that are casual in style with sensible shoes almost the same shade, just slightly darker. They're wearing a lime green sleeveless top. The top slightly flares out at the bottom.","The individual projects a spooky kind of vibe and their stare is intense. Their demeanor is inquisitive and they are most likely curious to a fault. The overall feel is someone who might be an instructor or administrator of some kind, a person whose job it is to keep an eye on things.","The person is short with an average body and long, thin arms. The arms have very little muscle tone and are best described as scrawny. The individual appears to have a slight paunch around the midsection. They have short hair which extends slightly past their ears and an angular face with sharp edged features and red pinpoint eyes. The person is wearing grey slacks that are casual in style with sensible shoes almost the same shade, just slightly darker. They're wearing a lime green sleeveless top. The top slightly flares out at the bottom. The individual projects a spooky kind of vibe and their stare is intense. Their demeanor is inquisitive and they are most likely curious to a fault. The overall feel is someone who might be an instructor or administrator of some kind, a person whose job it is to keep an eye on things."
5769460908639-286,0,10,-1,4,4,4,-1,-1,33.33333206,0,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02,0,0,0,0,0,0.25,0.59765625,0.27734375,0.15625,1,0.80078125,0.2421875,0.99609375,1,0.37890625,0.15625,0,1,0.273584902,0.273584902,0.273584902,1,"The individual is of normal weight or slightly underweight. They have undefined arms and legs but a defined bust area. Their face is oval shaped with a long skinny nose. Hair is brown, medium length, and very straight.",The individual is wearing a more sporty attire. They are wearing short gray shorts with white and red trimming. The shirt matches their shorts and is shorter than their torso exposing their stomach. The shirt is also gray and has white outer trimmings. They are wearing gray tennis shoes with white soles and black shoe laces.,The individual is someone who is more concerned about comfort than appearing professional to the outside world. They look to be concerned and even perturbed by the look on their face. They seem to be somewhat lost and lost.,"The individual is of normal weight or slightly underweight. They have undefined arms and legs but a defined bust area. Their face is oval shaped with a long skinny nose. Hair is brown, medium length, and very straight. The individual is wearing a more sporty attire. They are wearing short gray shorts with white and red trimming. The shirt matches their shorts and is shorter than their torso exposing their stomach. The shirt is also gray and has white outer trimmings. They are wearing gray tennis shoes with white soles and black shoe laces. The individual is someone who is more concerned about comfort than appearing professional to the outside world. They look to be concerned and even perturbed by the look on their face. They seem to be somewhat lost and lost."
2033902850753-85,0,2,0,4,2,6,-1,-1,66.66666412,0,66.66666412,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.059999999,0,0,0,0,0,0.25,0.40234375,0.1796875,0.12890625,1,0.99609375,0,0,1,0.99609375,0.9375,0,1,0.273584902,0.273584902,0.273584902,1,This woman is very narrow in stature. She has a large bust. The eyes are red and the skin is dark toned.,"The clothing is very casual. They are wearing a gray bucket hat. The shirt is gray and cropped, and the sneakers are gray, too. The pants are loose and pink.",This person looks like they are having a casual weekend. They are dressed in a comfortable style. They do not appear to be heading to work since they have a cropped top.,"This woman is very narrow in stature. She has a large bust. The eyes are red and the skin is dark toned. The clothing is very casual. They are wearing a gray bucket hat. The shirt is gray and cropped, and the sneakers are gray, too. The pants are loose and pink. This person looks like they are having a casual weekend. They are dressed in a comfortable style. They do not appear to be heading to work since they have a cropped top."
5772304194535-287,0,10,-1,10,9,6,-1,-1,66.66666412,0,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.02,0,0,0,0,0,-0.083333336,0.88671875,0.53515625,0.41015625,1,0.62890625,0.33203125,0,1,0.125,0.59375,0.99609375,1,0.273584902,0.273584902,0.273584902,1,This is a very tall woman with tall legs. She is a white woman with medium skin color. She has a chin length blue Bob hair cut and orange eyes.,She has on a dark blue long sleeved shirt and long pants. She's wearing black and blue running shoes. Her clothes are a uniform.,This woman is a police officer. She could also be a security guard. Maybe she works in a warehouse. Or in a bank.,This is a very tall woman with tall legs. She is a white woman with medium skin color. She has a chin length blue Bob hair cut and orange eyes. She has on a dark blue long sleeved shirt and long pants. She's wearing black and blue running shoes. Her clothes are a uniform. This woman is a police officer. She could also be a security guard. Maybe she works in a warehouse. Or in a bank.
2039557487301-86,0,2,-1,2,4,2,-1,-1,33.33333206,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.059999999,0,0,0,0,0,-0.083333336,0.4921875,0.24609375,0.15625,1,0.7421875,0.7421875,0.7421875,1,0.125,0.59375,0.99609375,1,0.273584902,0.273584902,0.273584902,1,She appears to be a tall black woman. She appears a few pounds slightly overweight. She has short blue hair.,She is wearing a pink long sleeve shirt. She has on black shorts. She is wearingÂ light blue shoes.,She appears casual overall. She could be a hair dresser. She is looking slightly to her left,She appears to be a tall black woman. She appears a few pounds slightly overweight. She has short blue hair. She is wearing a pink long sleeve shirt. She has on black shorts. She is wearingÂ light blue shoes. She appears casual overall. She could be a hair dresser. She is looking slightly to her left
2042901829420-87,0,2,1,1,11,5,-1,-1,100,0,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02,0,0,0,0,0,-0.083333336,0.88671875,0.53515625,0.41015625,1,0.37890625,0.15625,0,1,0.37890625,0.15625,0,1,0.273584902,0.273584902,0.273584902,1,He is tall.  His legs are long.  He has medium weight.,His beanie is gray. His shirt is white. His vest is red.  His pants are gray.,He works at a local store.  He is casual. He looks comfortable.,He is tall.  His legs are long.  He has medium weight. His beanie is gray. His shirt is white. His vest is red.  His pants are gray. He works at a local store.  He is casual. He looks comfortable.
5775669837237-288,0,10,0,6,6,-1,-1,-1,33.33333206,0,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.02,0,0,0,0,0,-0.083333336,0.88671875,0.53515625,0.41015625,1,0.125,0.59375,0.99609375,1,0.7421875,0.7421875,0.7421875,1,0.273584902,0.273584902,0.273584902,1,This woman is stands with her left foot far forward and a bit of a lean. She is thin with a heavy set chest. She is of fair skin and has blue eyes.,She is not wearing any shoes and has a pair of grey jeans on. Her coat is a zip up type with long sleeves i a maroon color. She is wearing a black hat with a white stripe around it.,This woman looks like she does not work because she has cancer. She looks very sad and like she has no where to go. She does not look happy.,This woman is stands with her left foot far forward and a bit of a lean. She is thin with a heavy set chest. She is of fair skin and has blue eyes. She is not wearing any shoes and has a pair of grey jeans on. Her coat is a zip up type with long sleeves i a maroon color. She is wearing a black hat with a white stripe around it. This woman looks like she does not work because she has cancer. She looks very sad and like she has no where to go. She does not look happy.
2045617499804-88,0,2,-1,5,1,1,-1,-1,33.33333206,0,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.02,0,0,0,0,0,0.083333336,0.88671875,0.53515625,0.41015625,1,0.62890625,0.33203125,0,1,0.99609375,0,0.99609375,1,0.273584902,0.273584902,0.273584902,1,"This woman has a stocky, tall build. She has a defined bust. She also has bright purple hair and eyes.",The person has a black skirt over red cropped pants with black shoes. She is wearing a blue coat. The coat has a black collar.,"The look is youthful, but professional. They could be working in an office or a school. It is colorful, but still conservative.","This woman has a stocky, tall build. She has a defined bust. She also has bright purple hair and eyes. The person has a black skirt over red cropped pants with black shoes. She is wearing a blue coat. The coat has a black collar. The look is youthful, but professional. They could be working in an office or a school. It is colorful, but still conservative."
5974772856295-289,0,10,-1,12,7,0,-1,-1,33.33333206,0,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.02,0,0,0,0,0,-0.083333336,0.8203125,0.46875,0.33984375,1,0,0.4921875,0,1,0.99609375,0.5,0.0234375,1,0.273584902,0.273584902,0.273584902,1,"She has long, skinny legs, with muscular calves. She has blonde short hair that hits just below the ears. The woman also has thin lips and a stern expression.",The woman has a white doctor's coat that ends right above the knee. She has white sneakers or boots. The woman also has a stethoscope around her neck.,"The woman is a doctor, she has short hair, because it is easier to manage. She wears sneakers, because they are more comfortable to wear when meeting patients. She also has medical equipment with her, which means she is ready to work, and takes her job seriously.","She has long, skinny legs, with muscular calves. She has blonde short hair that hits just below the ears. The woman also has thin lips and a stern expression. The woman has a white doctor's coat that ends right above the knee. She has white sneakers or boots. The woman also has a stethoscope around her neck. The woman is a doctor, she has short hair, because it is easier to manage. She wears sneakers, because they are more comfortable to wear when meeting patients. She also has medical equipment with her, which means she is ready to work, and takes her job seriously."
59856600069-18,0,-1,1,3,5,1,-1,0,66.66666412,0,100,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.02,0,0,0,0,0,-0.083333336,0.59765625,0.27734375,0.15625,1,0.62890625,0.33203125,0,1,0.99609375,0.5,0.0234375,1,0.273584902,0.273584902,0.273584902,1,This appears to be a female in her twenties or thirties. Her skin tone is tan. She is rather slim and tall with a defined waist and smallish bosom. Her hair is not visible.,She wears round pink sunglasses and a gray beanie that covers her hair. She wears a violet blazer over a gray top that matches her long gray pants. Her shoes are black pumps.,Her look is rather eccentric and urban. Her choice of attire is a mix of professional and casual. She may work as a teacher or social worker.,This appears to be a female in her twenties or thirties. Her skin tone is tan. She is rather slim and tall with a defined waist and smallish bosom. Her hair is not visible. She wears round pink sunglasses and a gray beanie that covers her hair. She wears a violet blazer over a gray top that matches her long gray pants. Her shoes are black pumps. Her look is rather eccentric and urban. Her choice of attire is a mix of professional and casual. She may work as a teacher or social worker.
2048591589878-89,0,2,-1,10,9,8,-1,-1,66.66666412,0,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.02,0,0,0,0,0,0.083333336,0.83984375,0.60546875,0.4765625,1,0.7421875,0.7421875,0.7421875,1,0.99609375,0.5,0.0234375,1,0.273584902,0.273584902,0.273584902,1,White slender built female. Very long and thin legs. Red hair on the head.,Long sleeve uniform that is dark in color. Looks like police officer uniform. Had a tie to go with it. Blue shoes on the feet.,They are a police officer. Someone who has good bearings. Serious with their job and the look to match.,White slender built female. Very long and thin legs. Red hair on the head. Long sleeve uniform that is dark in color. Looks like police officer uniform. Had a tie to go with it. Blue shoes on the feet. They are a police officer. Someone who has good bearings. Serious with their job and the look to match.
60127178774-19,0,-1,-1,8,1,2,-1,-1,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.02,0,0,0,0,0,-0.083333336,0.7578125,0.38671875,0.2578125,1,0.125,0.59375,0.99609375,1,0.7421875,0.7421875,0.7421875,1,0.273584902,0.273584902,0.273584902,1,She looks overweight.  She looks bald.  She has pale skin and a very large bust.,She has a green shirt with no sleeves.  She has on red pants.  She has white shoes.,She looks like it is her day off.  She looks relaxed.  She also looks tough.,She looks overweight.  She looks bald.  She has pale skin and a very large bust. She has a green shirt with no sleeves.  She has on red pants.  She has white shoes. She looks like it is her day off.  She looks relaxed.  She also looks tough.
6173875875353-290,0,10,-1,12,7,0,-1,11,100,0,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.059999999,0,0,0,0,0,-0.083333336,0.8203125,0.46875,0.33984375,1,0.62890625,0.33203125,0,1,0.37890625,0.15625,0,1,0.273584902,0.273584902,0.273584902,1,Tall white female. Long legs and arms. Short brown hair and wearing glasses.,Wearing a white doctors lab coat. With white shoes to match. Gray top with mini skirt. Stethoscope around neck.,Very smart person. Highly regarded professional. Very serious person.,Tall white female. Long legs and arms. Short brown hair and wearing glasses. Wearing a white doctors lab coat. With white shoes to match. Gray top with mini skirt. Stethoscope around neck. Very smart person. Highly regarded professional. Very serious person.
2049173593836-90,0,2,-1,0,7,4,-1,-1,66.66666412,0,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.02,0,0,0,0,0,0.083333336,0.4921875,0.24609375,0.15625,1,0,0.4921875,0,1,0.99609375,0.5,0.0234375,1,0.273584902,0.273584902,0.273584902,1,This woman is of average body type with the long legs. She has dark brown skin and light brown hair that is pulled back into a bun or ponytail. She has bright green eyes.,This girl is wearing a white t-shirt that is cropped at the waist exposing her stomach. She's wearing blue shorts that have a white trim. She's also wearing black shoes with a white sole.,This girl appears to be quite Young and is stressed for hot weather. Maybe she's playing outside with friends or just doing something outside during the summer she appears to be quite fashionable.,This woman is of average body type with the long legs. She has dark brown skin and light brown hair that is pulled back into a bun or ponytail. She has bright green eyes. This girl is wearing a white t-shirt that is cropped at the waist exposing her stomach. She's wearing blue shorts that have a white trim. She's also wearing black shoes with a white sole. This girl appears to be quite Young and is stressed for hot weather. Maybe she's playing outside with friends or just doing something outside during the summer she appears to be quite fashionable.
2053368612639-91,0,2,-1,2,0,1,-1,-1,33.33333206,0,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.059999999,0,0,0,0,0,0.083333336,0.7578125,0.38671875,0.2578125,1,0.7421875,0.7421875,0.7421875,1,0.99609375,0.5,0.0234375,1,0.273584902,0.273584902,0.273584902,1,She appears to be a tall white woman. She appears a few pounds slightly overweight. She has short blonde hair.,She is wearing a pink long sleeve shirt. She has on sky blue shorts. She is wearing black dress shoes.,She appears semi-professional overall. She could be a bank worker. She is looking straight ahead of her,She appears to be a tall white woman. She appears a few pounds slightly overweight. She has short blonde hair. She is wearing a pink long sleeve shirt. She has on sky blue shorts. She is wearing black dress shoes. She appears semi-professional overall. She could be a bank worker. She is looking straight ahead of her
6372978894411-291,0,11,-1,3,7,0,-1,9,100,0,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.02,0,0,0,0,0,-0.083333336,0.8203125,0.46875,0.33984375,1,0,0.4921875,0,1,0.99609375,0.99609375,0.99609375,1,0.273584902,0.273584902,0.273584902,1,"This is a tall, athletic white woman. She has legs that look like she jogs regularly. She has gray hair that is pulled into a ponytail behind her head. She has green eyes.","She has on a green shirt under a maroon tracksuit jacket. She has on white tennis shoes. She's wearing blue and white track shorts, and a blue face mask.","This woman has gray hair, so she may be retired. She looks like she could have been a school teacher when she was working. Or maybe she worked in a coffee shop or a bakery.","This is a tall, athletic white woman. She has legs that look like she jogs regularly. She has gray hair that is pulled into a ponytail behind her head. She has green eyes. She has on a green shirt under a maroon tracksuit jacket. She has on white tennis shoes. She's wearing blue and white track shorts, and a blue face mask. This woman has gray hair, so she may be retired. She looks like she could have been a school teacher when she was working. Or maybe she worked in a coffee shop or a bakery."
2058257115301-92,0,2,1,7,7,4,-1,-1,100,0,66.66666412,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.02,0,0,0,0,0,0.25,0.7578125,0.38671875,0.2578125,1,0.7421875,0.7421875,0.7421875,1,0.37890625,0.15625,0,1,0.273584902,0.273584902,0.273584902,1,The boy looks young.  He may be a teenager or an older child.  He doesn't look happy.,The boy is wearing a grey jacket and blue shorts.  He has a grey hat and you can't see his hair.  The boy is wearing dark colored sneakers.,The boy looks lost.  He might live on the streets.  He doesn't look like he has friends or family.,The boy looks young.  He may be a teenager or an older child.  He doesn't look happy. The boy is wearing a grey jacket and blue shorts.  He has a grey hat and you can't see his hair.  The boy is wearing dark colored sneakers. The boy looks lost.  He might live on the streets.  He doesn't look like he has friends or family.
