Character-ID,Gender,Hair,Hat,TShirt,Pants,Shoes,Beard,Accessory,Fat,Muscles,Slimness,Thin,BreastSize,Neck_Width,Ear_Size,Ear_Angle,Jaw_Width,Jaw_Shift,Jaw_Offset,Cheek_Size,Chin_Offset,Eye_Width,Eye_Form,Eye_InnerCorner,Eye_Corner,Eye_Rotation,Eye_Offset,Eye_ScaleX,Eye_ScaleY,Eye_Size,Eye_Close,Eye_Height,Brow_Height,Brow_Shape,Brow_Thickness,Brow_Length,Nose_Length,Nose_Size,Nose_Angle,Nose_Offset,Nose_Bridge,Nose_Hump,Mouth_Offset,Mouth_Width,Mouth_Size,Mouth_Open,Mouth_Bulging,LipsCorners_Offset,Face_Form,Chin_Width,Chin_Form,Head_Offset,Height,Smile,Sadness,Surprise,Thoughtful,Angry,HeadSize,SkinColor.r,SkinColor.g,SkinColor.b,SkinColor.a,EyeColor.r,EyeColor.g,EyeColor.b,EyeColor.a,HairColor.r,HairColor.g,HairColor.b,HairColor.a,UnderpantsColor.r,UnderpantsColor.g,UnderpantsColor.b,UnderpantsColor.a,Answer.q1_Description,Answer.q2_Description,Answer.q3_Description,AnswerCombined
47880796642614-329,1,12,0,8,2,1,3,3,66.66666412,100,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.113333337,0,0,0,0,0,0.083333336,0.40234375,0.1796875,0.12890625,1,0.80078125,0.2421875,0.99609375,1,0.99609375,0.9375,0,1,0.566037774,0.566037774,0.566037774,1,"This is a middle-aged man, who is short. He has medium brown skin. He is medium weight, with a blond beard and mustache, and pink eyes.","He is wearing a red baseball cap and blue headphones. He has on a light green and orange jacket that is zipped up. He is wearing yellow pants, and gray sandals.",He looks like he is out on a walk. Or maybe shopping. He looks like he sees something and he's curious. But he also looks cautious.,"This is a middle-aged man, who is short. He has medium brown skin. He is medium weight, with a blond beard and mustache, and pink eyes. He is wearing a red baseball cap and blue headphones. He has on a light green and orange jacket that is zipped up. He is wearing yellow pants, and gray sandals. He looks like he is out on a walk. Or maybe shopping. He looks like he sees something and he's curious. But he also looks cautious."
22327942881853-157,1,5,-1,6,0,10,2,-1,66.66666412,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,0.083333336,0.4921875,0.24609375,0.15625,1,0,0.4921875,0,1,0.73046875,0.4453125,0,1,0.566037774,0.566037774,0.566037774,1,"The green, whiteless eyes really stand out. Seems fairly average in height and build. Blond hair and somewhat tan looking skin that goes with the darker blond hair.",He has some grey non-denim looking pants on. Maybe slacks. It looks like he has a white long sleeve shirt on. A red short sleeve button down shirt over that and a bright green tie that goes with his eyes.,"I would say he is an office worker. Or maybe a performer of some kind. His look is a bit eccentric, but not too much. So maybe works in an office and is a bit flamboyant. A salesman perhaps.","The green, whiteless eyes really stand out. Seems fairly average in height and build. Blond hair and somewhat tan looking skin that goes with the darker blond hair. He has some grey non-denim looking pants on. Maybe slacks. It looks like he has a white long sleeve shirt on. A red short sleeve button down shirt over that and a bright green tie that goes with his eyes. I would say he is an office worker. Or maybe a performer of some kind. His look is a bit eccentric, but not too much. So maybe works in an office and is a bit flamboyant. A salesman perhaps."
47916644868644-330,1,12,1,6,6,-1,3,4,33.33333206,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.059999999,0,0,0,0,0,0.083333336,0.66015625,0.30859375,0.1796875,1,0.80078125,0.2421875,0.99609375,1,0.99609375,0.99609375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,Dark skinned slim built man. Gray beard and eyebrows. Pink looking eyes.,On top is brown unbuttoned shirt sleeve shirt.  With green tshirt and long sleeve white shirt under it. Brown pants with no shoes. Gray hat and over the ear headphones.,Music lover with strong posture. No facial expression. Chill since they are wearing no shoes.,Dark skinned slim built man. Gray beard and eyebrows. Pink looking eyes. On top is brown unbuttoned shirt sleeve shirt.  With green tshirt and long sleeve white shirt under it. Brown pants with no shoes. Gray hat and over the ear headphones. Music lover with strong posture. No facial expression. Chill since they are wearing no shoes.
22410347146870-158,1,5,2,2,2,7,2,3,100,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.113333337,0,0,0,0,0,0.25,0.83984375,0.60546875,0.4765625,1,0,0.4921875,0,1,0.125,0.59375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,"This person appears to be male. They have bright green eyes and a strong, pronounced nose. They have high cheekbones too.",This person is wearing all yellow clothes. They have long yellow pants and a long-sleeved yellow hoodie. There is a small strip of white on the bottom of the hoodie.,"This person looks pretty young. They look like they could be a student, in college. They probably work a part-time job somewhere while studying.","This person appears to be male. They have bright green eyes and a strong, pronounced nose. They have high cheekbones too. This person is wearing all yellow clothes. They have long yellow pants and a long-sleeved yellow hoodie. There is a small strip of white on the bottom of the hoodie. This person looks pretty young. They look like they could be a student, in college. They probably work a part-time job somewhere while studying."
47963121864209-331,1,12,-1,10,0,12,3,6,66.66666412,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.113333337,0,0,0,0,0,0.25,0.88671875,0.53515625,0.41015625,1,0.99609375,0,0,1,0.99609375,0,0.99609375,1,0.566037774,0.566037774,0.566037774,1,This man is short. He has a very well proportioned body. He has a large purple afro.,He has black pants on. He is wearing a dark blue long sleeve top and a tie. On the shirt is a silver badge.,He may be in law enforcement or security. Possibly security because of his wild hairstyle. He has a strong presence despite his short stature.,This man is short. He has a very well proportioned body. He has a large purple afro. He has black pants on. He is wearing a dark blue long sleeve top and a tie. On the shirt is a silver badge. He may be in law enforcement or security. Possibly security because of his wild hairstyle. He has a strong presence despite his short stature.
22489568800980-159,1,5,-1,0,1,-1,2,8,33.33333206,66.66666412,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,-0.083333336,0.83984375,0.60546875,0.4765625,1,0.125,0.59375,0.99609375,1,0.99609375,0.99609375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,The man is older.  He has grey hair.  He looks like he keeps fairly active.,The man is wearing glasses.  He is wearing a light blue colored shirt.  His pants are light in color.,The man looks laid back.  He looks like he might be a retired professional.  The man looks like he is nice.,The man is older.  He has grey hair.  He looks like he keeps fairly active. The man is wearing glasses.  He is wearing a light blue colored shirt.  His pants are light in color. The man looks laid back.  He looks like he might be a retired professional.  The man looks like he is nice.
22548201575140-160,1,5,-1,6,1,1,2,-1,33.33333206,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.059999999,0,0,0,0,0,-0.083333336,0.66015625,0.30859375,0.1796875,1,0,0.4921875,0,1,0.99609375,0.5,0.0234375,1,0.566037774,0.566037774,0.566037774,1,"The person is male, with light brown skin, blonde hair, a brown beard, and green eyes.","The person is wearing a green and white long sleeve shirt, with a brown short sleeve shirt over it, light gray shorts, and light gray sandals.","The person is a young adult male, probably a college student.","The person is male, with light brown skin, blonde hair, a brown beard, and green eyes. The person is wearing a green and white long sleeve shirt, with a brown short sleeve shirt over it, light gray shorts, and light gray sandals. The person is a young adult male, probably a college student."
47981030590749-332,1,12,1,0,1,10,3,7,66.66666412,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,0.083333336,0.40234375,0.1796875,0.12890625,1,0.80078125,0.2421875,0.99609375,1,0.99609375,0.99609375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,"The man is older.  He is a bit short, but in good shape.  His skin is a bit on the darker side.",The man is wearing a light blue tee shirt.  His shorts are white.  He is wearing grey shoes.,The man looks like he might be retired.  He likes to keep busy.  He appears to have been a professional in his younger days.,"The man is older.  He is a bit short, but in good shape.  His skin is a bit on the darker side. The man is wearing a light blue tee shirt.  His shorts are white.  He is wearing grey shoes. The man looks like he might be retired.  He likes to keep busy.  He appears to have been a professional in his younger days."
48065070066278-333,1,12,-1,6,0,7,3,11,66.66666412,100,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.113333337,0,0,0,0,0,0.25,0.59765625,0.27734375,0.15625,1,0.125,0.59375,0.99609375,1,0.99609375,0.9375,0,1,0.566037774,0.566037774,0.566037774,1,The man is shorter than most.  He has white colored eyes.  He isn't standing perfectly straight.,The man is wearing a green shirt with a red and white long sleeved shirt.  His pants are grey.  He has blue tennis shoes.,"The man looks a bit lazy.  He looks laid back.  He might have a job, but he is not a professional.","The man is shorter than most.  He has white colored eyes.  He isn't standing perfectly straight. The man is wearing a green shirt with a red and white long sleeved shirt.  His pants are grey.  He has blue tennis shoes. The man looks a bit lazy.  He looks laid back.  He might have a job, but he is not a professional."
22635363501866-161,1,5,0,4,11,4,2,4,66.66666412,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,0.059999999,0,0,0,0,0,-0.083333336,0.40234375,0.1796875,0.12890625,1,0.125,0.59375,0.99609375,1,0.125,0.59375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,This man is tall with a small head. He has darkly toned skin. His beard is bright blue as are his eyes.,"The man is wearing a maroon hat with headphones over top of it. He has a suit coat, shirt and tie. The pants look like work pants.","While the top half of the person looks like he just came from an office, the bottom half looks like fire fighting gear. He looks like he has two jobs. He has to be ready to travel between them.","This man is tall with a small head. He has darkly toned skin. His beard is bright blue as are his eyes. The man is wearing a maroon hat with headphones over top of it. He has a suit coat, shirt and tie. The pants look like work pants. While the top half of the person looks like he just came from an office, the bottom half looks like fire fighting gear. He looks like he has two jobs. He has to be ready to travel between them."
22716414587394-162,1,5,-1,0,0,6,2,-1,100,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.026666669,0,0,0,0,0,0.083333336,0.41015625,0.1796875,0.09765625,1,0.125,0.59375,0.99609375,1,0,0,0,1,0.566037774,0.566037774,0.566037774,1,This man is short and rather stocky. He has short black hair w/ a tiny beard and blue eyes. His eyes are bright blue.,"The clothing is neat, but casual. There are rugged brown shoes and gray trousers. The top is a blue tee-shirt.",The person looks like he could fit in at a casual office. But the tee-shirt seems like he's better suited for something less professional. He seems like he's ready to hangout on the weekend.,"This man is short and rather stocky. He has short black hair w/ a tiny beard and blue eyes. His eyes are bright blue. The clothing is neat, but casual. There are rugged brown shoes and gray trousers. The top is a blue tee-shirt. The person looks like he could fit in at a casual office. But the tee-shirt seems like he's better suited for something less professional. He seems like he's ready to hangout on the weekend."
48067110202246-334,1,12,-1,8,1,1,3,11,33.33333206,33.33333206,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,0.25,0.4921875,0.24609375,0.15625,1,0,0.4921875,0,1,0.73046875,0.4453125,0,1,0.566037774,0.566037774,0.566037774,1,This man looks short and skinny in stature. He has big puffy blonde hair. He also has a beard and mustache.,"His clothing is very casual. The jacket is green and tan. The shorts are gray, as are the sandals.","This man looks like he is dressed for a casual day of hanging out with friends. He looks laid back and ready for a weekend, not a day at the office. He looks trendy and comfy.","This man looks short and skinny in stature. He has big puffy blonde hair. He also has a beard and mustache. His clothing is very casual. The jacket is green and tan. The shorts are gray, as are the sandals. This man looks like he is dressed for a casual day of hanging out with friends. He looks laid back and ready for a weekend, not a day at the office. He looks trendy and comfy."
22780756445556-163,1,5,2,1,11,0,2,2,33.33333206,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.113333337,0,0,0,0,0,0.083333336,0.8203125,0.46875,0.33984375,1,0.80078125,0.2421875,0.99609375,1,0.7421875,0.7421875,0.7421875,1,0.566037774,0.566037774,0.566037774,1,The man is young.  He has a slight build.  He has a bit of a bored look on his face.,The man is wearing a grey hat and some pink tinted glasses.  He has a light colored tank top.  The man is wearing some tan cargo pants with knee pads and a yellow band at the bottom.  He is wearing dark shoes.,The man looks athletic.  He stays active.  He might be a fireman or on a rescue team.,The man is young.  He has a slight build.  He has a bit of a bored look on his face. The man is wearing a grey hat and some pink tinted glasses.  He has a light colored tank top.  The man is wearing some tan cargo pants with knee pads and a yellow band at the bottom.  He is wearing dark shoes. The man looks athletic.  He stays active.  He might be a fireman or on a rescue team.
48112486754489-335,1,12,0,6,11,1,4,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.026666669,0,0,0,0,0,0.083333336,0.4921875,0.24609375,0.15625,1,0.62890625,0.33203125,0,1,0,0.76953125,0,1,0.566037774,0.566037774,0.566037774,1,"The person has a trim build and a slightly short stature. They look physically fit and have a compact, muscular body. They have a goatee-style beard that's dyed green but no mustache.",The person has on what appear to be fireman-style pants and open-toed sandal-type shoes. They are wearing sunglasses and a red baseball cap. They have on multiple shirts â€” a short sleeve button-down shirt and two t-shirts â€” worn in a layered style.,The person's mÃ©lange of styles probably reflects a somewhat haphazard personality. They seem to be kind of trendy in an effortless sort of way. They don't look like someone who'd be easy to talk to.,"The person has a trim build and a slightly short stature. They look physically fit and have a compact, muscular body. They have a goatee-style beard that's dyed green but no mustache. The person has on what appear to be fireman-style pants and open-toed sandal-type shoes. They are wearing sunglasses and a red baseball cap. They have on multiple shirts â€” a short sleeve button-down shirt and two t-shirts â€” worn in a layered style. The person's mÃ©lange of styles probably reflects a somewhat haphazard personality. They seem to be kind of trendy in an effortless sort of way. They don't look like someone who'd be easy to talk to."
22838972634641-164,1,5,0,0,6,12,2,4,66.66666412,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.026666669,0,0,0,0,0,0.25,0.4921875,0.24609375,0.15625,1,0.37890625,0.15625,0,1,0.99609375,0.99609375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,He appears to be a short black man. He appears to be in average shape and weight. He has blue facial hair.,He is wearing a blue t shirt. He has on red pants. He is wearing blue shoes. He has on a red hat and headphones,He appears casual overall. He could be a DJ. He is looking straight ahead of him,He appears to be a short black man. He appears to be in average shape and weight. He has blue facial hair. He is wearing a blue t shirt. He has on red pants. He is wearing blue shoes. He has on a red hat and headphones He appears casual overall. He could be a DJ. He is looking straight ahead of him
48116109753061-336,1,12,-1,1,4,10,4,-1,100,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.059999999,0,0,0,0,0,0.083333336,0.41015625,0.1796875,0.09765625,1,0.99609375,0,0,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,Purple Afro with chinstrap beard and eyebrows. Dark skin tone and red eyes. Average built male.,Dark colored boots. Dark colored king pants. White tank top shirt.,Blue collar individual. Eclectic style with features. Relaxed clothing look.,Purple Afro with chinstrap beard and eyebrows. Dark skin tone and red eyes. Average built male. Dark colored boots. Dark colored king pants. White tank top shirt. Blue collar individual. Eclectic style with features. Relaxed clothing look.
22868408183980-165,1,5,1,8,2,9,2,6,66.66666412,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,0.083333336,0.8203125,0.46875,0.33984375,1,0.99609375,0,0,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,He is much shorter than the average man. He also has a short neck. He has light skin.,He is wearing yellow pants and black shoes. He has a green jacket on. He is wearing a black cap.,He may be a delivery man. Perhaps a bike couriers. He is weaker than the average man.,He is much shorter than the average man. He also has a short neck. He has light skin. He is wearing yellow pants and black shoes. He has a green jacket on. He is wearing a black cap. He may be a delivery man. Perhaps a bike couriers. He is weaker than the average man.
4856836724081-47,1,0,-1,-1,1,1,2,1,66.66666412,66.66666412,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-0.113333337,0,0,0,0,0,-0.083333336,0.88671875,0.53515625,0.41015625,1,0.80078125,0.2421875,0.99609375,1,0.125,0.59375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,"The person is male, with light skin, blue hair, and a blue beard.","He is wearing no shirt, light gray shorts, gray sandals, and eyeglasses with blue rims.","He looks like a short young adult male, probably a college student.","The person is male, with light skin, blue hair, and a blue beard. He is wearing no shirt, light gray shorts, gray sandals, and eyeglasses with blue rims. He looks like a short young adult male, probably a college student."
22950337079213-166,1,5,0,-1,0,2,2,-1,33.33333206,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.113333337,0,0,0,0,0,0.25,0.59765625,0.27734375,0.15625,1,0,0.4921875,0,1,0.99609375,0.265625,0,1,0.566037774,0.566037774,0.566037774,1,This person that seems to be incredibly short but also has a lot of muscles. They have a large head. Their skin is a dark tan color. They have brown eyebrows and facial hair and green eyes.,They are not wearing a shirt but they are wearing a red baseball cap. He has straight black pants on. He is wearing yellow boots with black soles.,This person seems like he's about to start a fight. He doesn't necessarily seeing mean but he seems like he's trying to look tough maybe to make up for his short stature. He doesn't seem to be a very smart individual.,This person that seems to be incredibly short but also has a lot of muscles. They have a large head. Their skin is a dark tan color. They have brown eyebrows and facial hair and green eyes. They are not wearing a shirt but they are wearing a red baseball cap. He has straight black pants on. He is wearing yellow boots with black soles. This person seems like he's about to start a fight. He doesn't necessarily seeing mean but he seems like he's trying to look tough maybe to make up for his short stature. He doesn't seem to be a very smart individual.
4888770161897-48,1,0,-1,3,0,6,2,2,66.66666412,33.33333206,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.026666669,0,0,0,0,0,0.25,0.40234375,0.1796875,0.12890625,1,0.99609375,0,0,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,This person appears to be slightly short with a little extra weight in their tummy area. They have dark brown skin and red eyes. They have purple hair and a purple thin beard.,This person is wearing a black and white long sleeve t-shirt. They have straight black pants on and black frames glasses. They are wearing a brown and black shoes.,This person appears to be very relaxed and creative. I would think that they are gamer or a nerdy type of job like a librarian. They look pretty easygoing and friendly and their hair makes me think that there are a unique individual.,This person appears to be slightly short with a little extra weight in their tummy area. They have dark brown skin and red eyes. They have purple hair and a purple thin beard. This person is wearing a black and white long sleeve t-shirt. They have straight black pants on and black frames glasses. They are wearing a brown and black shoes. This person appears to be very relaxed and creative. I would think that they are gamer or a nerdy type of job like a librarian. They look pretty easygoing and friendly and their hair makes me think that there are a unique individual.
22954767234097-167,1,5,-1,3,0,2,2,-1,66.66666412,100,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.059999999,0,0,0,0,0,0.25,0.59765625,0.27734375,0.15625,1,0.7421875,0.7421875,0.7421875,1,0.99609375,0.5,0.0234375,1,0.566037774,0.566037774,0.566037774,1,This is a well build lightly tan skinned male. He has bright gold eyes. He has dirty blond hair and no facial hair.,This man is wearing yellow shoes. He has on a pair of grey jeans. His shirt has long sleeves that are black and the middle is white.,This man looks like he works as store manager. He lives with his wife and kids in an average suburban home. He enjoys watching football.,This is a well build lightly tan skinned male. He has bright gold eyes. He has dirty blond hair and no facial hair. This man is wearing yellow shoes. He has on a pair of grey jeans. His shirt has long sleeves that are black and the middle is white. This man looks like he works as store manager. He lives with his wife and kids in an average suburban home. He enjoys watching football.
4896121621806-49,1,0,0,9,2,3,2,-1,66.66666412,33.33333206,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.026666669,0,0,0,0,0,-0.083333336,0.7578125,0.38671875,0.2578125,1,0.80078125,0.2421875,0.99609375,1,0.37890625,0.15625,0,1,0.566037774,0.566037774,0.566037774,1,Heâ€™s tan skinned.  Heâ€™s average height.  His weight is normal.,He has on a Jean jacket. He has a white shirt. His pants are yellow and he has an a red cap.,He is casual. He looks comfortable. He works at a barbershop.,Heâ€™s tan skinned.  Heâ€™s average height.  His weight is normal. He has on a Jean jacket. He has a white shirt. His pants are yellow and he has an a red cap. He is casual. He looks comfortable. He works at a barbershop.
22963548994356-168,1,5,2,9,14,1,2,0,100,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,-0.113333337,0,0,0,0,0,-0.083333336,0.40234375,0.1796875,0.12890625,1,0.80078125,0.2421875,0.99609375,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,The man is slouching a bit.  He is a bit overweight.  The man has purple eyes.,The man is wearing a white tee shirt and a grey jacket.  The man has on cargo pants.  His hat is grey and he is wearing sandals.,The man looks suspicious.  He might be in trouble with the law.  He looks like he might deal drugs.,The man is slouching a bit.  He is a bit overweight.  The man has purple eyes. The man is wearing a white tee shirt and a grey jacket.  The man has on cargo pants.  His hat is grey and he is wearing sandals. The man looks suspicious.  He might be in trouble with the law.  He looks like he might deal drugs.
494288059790-10,1,-1,1,12,1,8,0,3,66.66666412,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.059999999,0,0,0,0,0,0.083333336,0.88671875,0.53515625,0.41015625,1,0.99609375,0,0,1,0.37890625,0.15625,0,1,0.566037774,0.566037774,0.566037774,1,He has large calves. He is average to tall height. He has light skin and a goatee.,He is wearing a doctor's coat. He has a stethoscope on his neck. He is wearing a skull cap. He is wearing shorts.,"He looks like he is a doctor because of his coat and stethoscope. He might also be a nurse. He could also be a PA, or a vet.","He has large calves. He is average to tall height. He has light skin and a goatee. He is wearing a doctor's coat. He has a stethoscope on his neck. He is wearing a skull cap. He is wearing shorts. He looks like he is a doctor because of his coat and stethoscope. He might also be a nurse. He could also be a PA, or a vet."
22983702994911-169,1,5,-1,7,0,9,2,1,100,33.33333206,0,33.33333206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33.33333206,-0.026666669,0,0,0,0,0,-0.083333336,0.41015625,0.1796875,0.09765625,1,0.125,0.59375,0.99609375,1,0.73046875,0.4453125,0,1,0.566037774,0.566037774,0.566037774,1,This man is overweight.  His arms are too skinny for his body.  He has dark skin.,He has on a button down white shirt with a collar.  He has grey pants.  He has black shoes.,He looks like an office manager during casual monday.  He feels very serious.  He looks like he is hard to deal with.,This man is overweight.  His arms are too skinny for his body.  He has dark skin. He has on a button down white shirt with a collar.  He has grey pants.  He has black shoes. He looks like an office manager during casual monday.  He feels very serious.  He looks like he is hard to deal with.
50723411262181-337,1,13,-1,3,1,1,3,-1,66.66666412,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.059999999,0,0,0,0,0,0.25,0.41015625,0.1796875,0.09765625,1,0.80078125,0.2421875,0.99609375,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,This person is very short. They barely have a neck which makes it seem like his head is directly on top of his shoulders. He has dark brown skin.,"He has a baseball style, black and white tee on. He's wearing gray shorts. He has flip flops on.",He seems kind of hunched over. His hands are tight to his sides. He seems to lack confidence.,"This person is very short. They barely have a neck which makes it seem like his head is directly on top of his shoulders. He has dark brown skin. He has a baseball style, black and white tee on. He's wearing gray shorts. He has flip flops on. He seems kind of hunched over. His hands are tight to his sides. He seems to lack confidence."
25591004504031-170,1,6,-1,-1,1,1,1,11,66.66666412,66.66666412,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.059999999,0,0,0,0,0,0.083333336,0.41015625,0.1796875,0.09765625,1,0.99609375,0,0,1,0.5,0,0.96875,1,0.566037774,0.566037774,0.566037774,1,"This man is tall with dark skin. He has creepy red eyes that seem unnatural. Meanwhile, the short hair and mustache are bright purple.",The man is wearing casual sandals or slides. They are white in color. His shorts are also white. He is not wearing a shirt.,"Given his lack of shirt, I don't think the man is heading off to an office. He looks like he just got out of bed or out of the shower. I don't think he goes anywhere.","This man is tall with dark skin. He has creepy red eyes that seem unnatural. Meanwhile, the short hair and mustache are bright purple. The man is wearing casual sandals or slides. They are white in color. His shorts are also white. He is not wearing a shirt. Given his lack of shirt, I don't think the man is heading off to an office. He looks like he just got out of bed or out of the shower. I don't think he goes anywhere."
25652104929198-171,1,6,-1,3,1,0,2,-1,100,100,0,66.66666412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333206,0.059999999,0,0,0,0,0,-0.083333336,0.4921875,0.24609375,0.15625,1,0.80078125,0.2421875,0.99609375,1,0.99609375,0.99609375,0.99609375,1,0.566037774,0.566037774,0.566037774,1,"It is a male.
He has dark skin.
He is tall and has gray hair.","He is wearing grey sneakers.
He has a white shirt with grey long sleeves.
He is wearing grey shorts.","He stands up straight.
He is athletic.
He looks serious.","It is a male.
He has dark skin.
He is tall and has gray hair. He is wearing grey sneakers.
He has a white shirt with grey long sleeves.
He is wearing grey shorts. He stands up straight.
He is athletic.
He looks serious."
